course_id,review_platform,title,provider,school,area,subject,price,level,course_length,effort_hours,published_time,time,session_open,low rating ratio,mid rating ratio,high rate ratio,helpfulness score (ratio),avg. review length,review count,review rating,indegree,outdegree,degree,betweenness,closeness,eigenvector,transitivity,constraint,performace (t),performance (t+1),url
CourseTalk-1,CourseTalk,Introduction to Aerospace Engineering: Astronautics and Human Spaceflight,edX,Massachusetts Institute of Technology,Physical Science and Engineering,Engineering,30,Introductory,8,3,2,3,FALSE,0,0,1,0.4,269.8,5,5,2,1,3,606.8333333,0,1.52E-05,4.93E-05,0.555594974,25,40,36498
CourseTalk-1,CourseTalk,Introduction to Aerospace Engineering: Astronautics and Human Spaceflight,edX,Massachusetts Institute of Technology,Physical Science and Engineering,Engineering,30,Introductory,8,3,2,4,TRUE,0,0,1,0,665.25,8,5,1,1,2,160,2.39E-17,1.87E-05,7.48E-05,0.500219353,40,NA,36498
CourseTalk-2,CourseTalk,First Nights: Beethoven¡¯s 9th Symphony and the 19th Century Orchestra,edX,Harvard University,Arts and Humanities,Music,16,Introductory,3,2.5,3,3,TRUE,0,0,1,0,335,6,5,3,2,5,7312.833333,5.25E-17,1.52E-05,4.93E-05,0.280039419,30,0,51341
CourseTalk-4,CourseTalk,Behavioral Economics in Action,edX,University of Toronto,Business,Business & Management,30,Introductory,6,4.5,1,3,TRUE,0,0,1,0,333.3333333,3,5,1,1,2,3235.166667,0,1.51E-05,4.93E-05,0.500039419,15,33,14133
CourseTalk-4,CourseTalk,Behavioral Economics in Action,edX,University of Toronto,Business,Business & Management,30,Introductory,6,4.5,1,4,FALSE,0,0,1,0,553.1428571,7,4.714285714,2,2,4,810,0.000154869,1.89E-05,7.48E-05,0.250219353,33,NA,14133
CourseTalk-7,CourseTalk,Learn to Program Using Python,edX,University of Texas Arlington,Computer Science,Computer Science,1,Introductory,9,7,3,3,TRUE,0.166666667,0.083333333,0.75,0.166666667,245.3333333,12,4,1,0,1,0,0,1.52E-05,0,1.000039419,48,35.5,45518
CourseTalk-9,CourseTalk,Paradox and Infinity,edX,Massachusetts Institute of Technology,Arts and Humanities,Philosophy & Ethics,19,Introductory,10,4.5,2,3,TRUE,0,0,1,0,569.5555556,9,4.888888889,0,0,0,0,0,4.93E-06,0,0,44,0,45342
CourseTalk-10,CourseTalk,Introduction to Psychology,edX,St. Margaret¡¯s Episcopal School,Life Sciences,Biology & Life Sciences,33,Introductory,10,4.5,2,3,TRUE,0,0,1,0,202.8,5,5,1,1,2,4553,1.08E-17,1.49E-05,4.93E-05,0.500039419,25,0,27188
CourseTalk-12,CourseTalk,China (Part 3): Cosmopolitan Tang: Aristocratic Culture,edX,Harvard University,Arts and Humanities,History,49,Introductory,4,2.5,1,4,FALSE,0,0,1,0,185,1,5,1,1,2,0,4.26E-17,1.16E-05,7.48E-05,1.000219353,5,NA,14421
CourseTalk-15,CourseTalk,Foundations of Development Policy: Advanced Development Economics,edX,Massachusetts Institute of Technology,Business,Economics & Finance,30,Intermediate,12,12,3,4,TRUE,0,0,1,0,255.25,4,4.75,0,0,0,0,4.92E-17,1.16E-05,0,0,19,NA,82884
CourseTalk-16,CourseTalk,Nutrition and Health Part 2: Micronutrients and Malnutrition,edX,Wageningen University,Life Sciences,Food & Nutrition,1,Intermediate,7,7,NA,3,NA,0.045454545,0,0.954545455,0,395.9545455,22,4.772727273,0,0,0,0,0,4.93E-06,0,0,105,0,45517
CourseTalk-21,CourseTalk,International Law,edX,null,Social Sciences,Law,7,Advanced,8,6,2,2,TRUE,0,0.076923077,0.923076923,0,253.3846154,13,4.538461538,2,1,3,360,1.38E-13,4.44E-05,2.70E-05,0.555702683,59,193,78566
CourseTalk-21,CourseTalk,International Law,edX,null,Social Sciences,Law,7,Advanced,8,6,2,3,TRUE,0,0.075,0.925,0.05,430.125,40,4.825,0,0,0,0,0,4.93E-06,0,0,193,60,78566
CourseTalk-21,CourseTalk,International Law,edX,null,Social Sciences,Law,7,Advanced,8,6,2,4,TRUE,0,0.153846154,0.846153846,0,534.7692308,13,4.615384615,0,0,0,0,4.92E-17,1.16E-05,0,0,60,NA,78566
CourseTalk-22,CourseTalk,DemoX,edX,null,Social Sciences,Education & Teacher Training,NA,Introductory,NA,1,NA,2,NA,0,0.033333333,0.966666667,0.2,191.2666667,30,4.883333333,0,0,0,0,1.06E-17,1.36E-05,0,0,146.5,172,34575
CourseTalk-22,CourseTalk,DemoX,edX,null,Social Sciences,Education & Teacher Training,NA,Introductory,NA,1,NA,3,NA,0.047619048,0.166666667,0.785714286,0.166666667,230.7142857,42,4.095238095,0,0,0,0,0,4.93E-06,0,0,172,215,34575
CourseTalk-22,CourseTalk,DemoX,edX,null,Social Sciences,Education & Teacher Training,NA,Introductory,NA,1,NA,4,NA,0.06,0.08,0.86,0,191.92,50,4.3,1,1,2,0,3.58E-17,1.16E-05,7.48E-05,1.000219353,215,NA,34575
CourseTalk-23,CourseTalk,The Science of Happiness,edX,"University of California, Berkeley",Social Sciences,Social Sciences,30,Introductory,8,4.5,2,2,TRUE,0.021276596,0.063829787,0.914893617,0.212765957,387.106383,47,4.574468085,4,5,9,3183.6838,1.37E-05,4.81E-05,2.70E-05,0.185332313,215,144,69880
CourseTalk-23,CourseTalk,The Science of Happiness,edX,"University of California, Berkeley",Social Sciences,Social Sciences,30,Introductory,8,4.5,2,3,TRUE,0.090909091,0.090909091,0.818181818,0.212121212,389.8787879,33,4.363636364,2,1,3,6365.583333,0,1.55E-05,4.93E-05,0.555594974,144,112,69880
CourseTalk-23,CourseTalk,The Science of Happiness,edX,"University of California, Berkeley",Social Sciences,Social Sciences,30,Introductory,8,4.5,2,4,TRUE,0,0,1,0,579.9565217,23,4.869565217,1,1,2,4,2.67E-17,1.18E-05,7.48E-05,0.500219353,112,NA,69880
CourseTalk-25,CourseTalk,Digital Branding and Engagement,edX,Curtin University,Business,Business & Management,52,Intermediate,4,3.5,3,3,TRUE,0.050847458,0.06779661,0.881355932,0.372881356,366.5084746,59,4.449152542,1,1,2,251,0,1.54E-05,4.93E-05,0.500039419,262.5,38,80768
CourseTalk-25,CourseTalk,Digital Branding and Engagement,edX,Curtin University,Business,Business & Management,52,Intermediate,4,3.5,3,4,TRUE,0.2,0.2,0.6,0.7,556.2,10,3.8,1,0,1,0,0.001402015,1.88E-05,0,1.000219353,38,NA,80768
CourseTalk-26,CourseTalk,United States Health Policy,edX,Harvard University,Life Sciences,Health & Safety,15,Introductory,13,4,1,1,TRUE,0,0,1,0,511,3,5,1,1,2,1,0,0.000109818,3.05E-05,0.500069323,15,5,34831
CourseTalk-26,CourseTalk,United States Health Policy,edX,Harvard University,Life Sciences,Health & Safety,15,Introductory,13,4,1,2,TRUE,0,0,1,0,270,1,5,0,0,0,0,1.06E-17,1.36E-05,0,0,5,0,34831
CourseTalk-27,CourseTalk,Introduction to Control System Design - A First Look,edX,Massachusetts Institute of Technology,Physical Science and Engineering,Engineering,14,Introductory,4,5.5,3,3,TRUE,0,0,1,0.5,827.5,4,5,1,1,2,1974,0,1.52E-05,4.93E-05,0.500039419,20,0,70223
CourseTalk-35,CourseTalk,Cell Biology: Mitochondria,edX,Harvard University,Life Sciences,Biology & Life Sciences,30,Introductory,14,3,3,4,TRUE,0,0,1,0,365.5,4,5,0,1,1,0,4.92E-17,1.16E-05,0,1.000219353,20,NA,68048
CourseTalk-41,CourseTalk,Molecular Biology ? Part 2: Transcription and Transposition,edX,Massachusetts Institute of Technology,Life Sciences,Biology & Life Sciences,33,Advanced,6,6,3,3,TRUE,0,0,1,1.388888889,1124.444444,18,5,0,0,0,0,0,4.93E-06,0,0,90,30,69232
CourseTalk-41,CourseTalk,Molecular Biology ? Part 2: Transcription and Transposition,edX,Massachusetts Institute of Technology,Life Sciences,Biology & Life Sciences,33,Advanced,6,6,3,4,TRUE,0,0,1,0.5,751.1666667,6,5,1,0,1,0,3.79E-17,1.17E-05,0,1.000219353,30,NA,69232
CourseTalk-44,CourseTalk,Introduction to Psychology ãý×â???,edX,Tsinghua University,Arts and Humanities,Philosophy & Ethics,1,Introductory,13,5,NA,3,NA,0.666666667,0,0.333333333,0,325.6666667,3,0.833333333,0,0,0,0,0,4.93E-06,0,0,2.5,0,40031
CourseTalk-48,CourseTalk,Contract Law: From Trust to Promise to Contract,edX,Harvard University,Social Sciences,Law,4,Intermediate,8,4,2,2,TRUE,0.0625,0,0.9375,0.3125,150.625,16,4.40625,4,3,7,2577.001554,5.53E-06,4.80E-05,2.70E-05,0.224636924,70.5,285.5,83112
CourseTalk-48,CourseTalk,Contract Law: From Trust to Promise to Contract,edX,Harvard University,Social Sciences,Law,4,Intermediate,8,4,2,3,TRUE,0.016393443,0.081967213,0.901639344,0.098360656,228.2786885,61,4.680327869,0,0,0,0,0,4.93E-06,0,0,285.5,109.5,83112
CourseTalk-48,CourseTalk,Contract Law: From Trust to Promise to Contract,edX,Harvard University,Social Sciences,Law,4,Intermediate,8,4,2,4,TRUE,0,0,1,0.090909091,197.5454545,22,4.977272727,0,0,0,0,4.92E-17,1.16E-05,0,0,109.5,NA,83112
CourseTalk-54,CourseTalk,Introduction to Data Analysis using Excel,edX,Microsoft,Data Science,Data Analysis & Statistics,30,Introductory,4,3,3,3,TRUE,0.058823529,0.352941176,0.588235294,0,280.5294118,17,3.794117647,0,0,0,0,0,4.93E-06,0,0,64.5,6825.5,69858
CourseTalk-54,CourseTalk,Introduction to Data Analysis using Excel,edX,Microsoft,Data Science,Data Analysis & Statistics,30,Introductory,4,3,3,4,TRUE,0.004778157,0.036177474,0.959044369,0.005460751,268.4416382,1465,4.659044369,2,14,16,142,0.24001009,1.88E-05,0.025074755,0.480243142,6825.5,NA,69858
CourseTalk-55,CourseTalk,Introduction to Managerial Economics,edX,Indian Institute of Management Bangalore,Business,Business & Management,14,Intermediate,6,5.5,3,3,TRUE,0,0.111111111,0.888888889,0.074074074,323.3703704,27,4.462962963,0,0,0,0,0,4.93E-06,0,0,120.5,23,69538
CourseTalk-58,CourseTalk,The Business of Mining,edX,Curtin University,Physical Science and Engineering,Engineering,33,Introductory,4,1.5,3,3,TRUE,0,0.3,0.7,0,273.5,10,4.2,0,0,0,0,0,4.93E-06,0,0,42,19,69937
CourseTalk-58,CourseTalk,The Business of Mining,edX,Curtin University,Physical Science and Engineering,Engineering,33,Introductory,4,1.5,3,4,TRUE,0,0,1,0.25,335.75,4,4.75,0,0,0,0,4.92E-17,1.16E-05,0,0,19,NA,69937
CourseTalk-61,CourseTalk,Religious Literacy: Traditions and Scriptures,edX,Harvard University,Language Learning,Humanities,33,Introductory,4,8,3,3,TRUE,1,0,0,0,461,1,1,1,2,3,3198.166667,1.60E-17,1.51E-05,4.93E-05,0.555594974,1,0,65195
CourseTalk-66,CourseTalk,Sustainability in Everyday Life,edX,Chalmers University of Technology,Physical Science and Engineering,Environmental Studies,30,Introductory,6,6,2,3,TRUE,0,0,1,0.333333333,757.6666667,3,5,0,0,0,0,0,4.93E-06,0,0,15,1,69545
CourseTalk-66,CourseTalk,Sustainability in Everyday Life,edX,Chalmers University of Technology,Physical Science and Engineering,Environmental Studies,30,Introductory,6,6,2,4,TRUE,1,0,0,0,270,1,1,1,1,2,693,1.92E-05,1.89E-05,7.48E-05,0.500219353,1,NA,69545
CourseTalk-67,CourseTalk,AP¢ç Environmental Science - Part 1: The Living World,edX,Rice University,Physical Science and Engineering,Environmental Studies,30,Introductory,6,3,2,2,TRUE,0.5,0.5,0,0,394,2,2.5,1,1,2,0,0.021290869,4.75E-05,1.000027033,0.934591572,5,0,36368
CourseTalk-68,CourseTalk,Financial Decision Rules for Project Evaluation,edX,University of Michigan,Business,Economics & Finance,52,Intermediate,1,NA,4,4,TRUE,0.2,0.2,0.6,0,589.6,5,3.7,1,1,2,12,2.67E-17,1.88E-05,7.48E-05,0.500219353,18.5,NA,69246
CourseTalk-70,CourseTalk,Lessons from Ebola: Preventing the Next Pandemic,edX,Harvard University,Life Sciences,Health & Safety,33,Introductory,4,3.5,3,3,TRUE,0,0,1,0,340.4,5,5,1,1,2,4631,2.90E-17,1.50E-05,4.93E-05,0.500039419,25,0,49805
CourseTalk-71,CourseTalk,Policy Analysis Using Interrupted Time Series,edX,The University of British Columbia,Data Science,Data Analysis & Statistics,30,Intermediate,5,8,3,3,TRUE,0,0.076923077,0.923076923,0.076923077,562,13,4.730769231,0,0,0,0,0,4.93E-06,0,0,61.5,35.5,70232
CourseTalk-71,CourseTalk,Policy Analysis Using Interrupted Time Series,edX,The University of British Columbia,Data Science,Data Analysis & Statistics,30,Intermediate,5,8,3,4,TRUE,0,0.125,0.875,0.125,577.5,8,4.4375,0,1,1,0,4.92E-17,1.88E-05,0,1.000219353,35.5,NA,70232
CourseTalk-74,CourseTalk,Elements of Structures,edX,Massachusetts Institute of Technology,Physical Science and Engineering,Engineering,NA,Intermediate,10,11,0,1,TRUE,0,0,1,1,527.5,2,4.75,1,1,2,0,0.131438893,0.000118455,3.05E-05,1.000069323,9.5,29.5,36266
CourseTalk-74,CourseTalk,Elements of Structures,edX,Massachusetts Institute of Technology,Physical Science and Engineering,Engineering,NA,Intermediate,10,11,0,2,TRUE,0,0,1,0.333333333,753.8333333,6,4.916666667,0,0,0,0,1.06E-17,1.36E-05,0,0,29.5,5,36266
CourseTalk-74,CourseTalk,Elements of Structures,edX,Massachusetts Institute of Technology,Physical Science and Engineering,Engineering,NA,Intermediate,10,11,0,4,TRUE,0,0,1,0.142857143,861.2857143,7,4.857142857,2,2,4,539,0.012692273,1.88E-05,7.48E-05,0.375219353,34,NA,36266
CourseTalk-77,CourseTalk,Communication Skills for Bridging Divides,edX,Catalyst,Business,Communication,14,Introductory,1,0.9,4,4,TRUE,0.090909091,0.090909091,0.818181818,0,258.7727273,22,4,0,0,0,0,4.92E-17,1.16E-05,0,0,88,NA,83019
CourseTalk-80,CourseTalk,Calculus 1A: Differentiation,edX,Massachusetts Institute of Technology,Math and Logic,Math,52,Introductory,13,8,2,3,TRUE,0,0,1,0.25,292.75,4,5,0,0,0,0,0,4.93E-06,0,0,20,0,27202
CourseTalk-82,CourseTalk,Data Analysis for Social Scientists,edX,Massachusetts Institute of Technology,Data Science,Data Analysis & Statistics,30,Advanced,12,12,4,4,TRUE,0,0.222222222,0.777777778,0,572.7777778,9,4.333333333,0,0,0,0,4.92E-17,1.16E-05,0,0,39,NA,82882
CourseTalk-83,CourseTalk,Our Energetic Earth,edX,University of Toronto,Physical Science and Engineering,Energy & Earth Sciences,1,Introductory,6,2.5,1,1,TRUE,0,0,1,0,392.5,2,4.5,1,1,2,0,0.002532147,0.000114051,3.05E-05,1.000069323,9,10,34601
CourseTalk-83,CourseTalk,Our Energetic Earth,edX,University of Toronto,Physical Science and Engineering,Energy & Earth Sciences,1,Introductory,6,2.5,1,2,FALSE,0,0,1,0,525.5,2,5,0,0,0,0,1.06E-17,1.36E-05,0,0,10,0,34601
CourseTalk-86,CourseTalk,English Grammar and Style,edX,University of Queensland,Language Learning,Humanities,52,Introductory,8,4,2,2,TRUE,0,0,1,0.666666667,238.3333333,3,4.666666667,1,0,1,0,7.21E-05,4.68E-05,0,1.000147128,14,199,83120
CourseTalk-86,CourseTalk,English Grammar and Style,edX,University of Queensland,Language Learning,Humanities,52,Introductory,8,4,2,3,TRUE,0.173076923,0.153846154,0.673076923,0.173076923,304.5576923,52,3.826923077,0,0,0,0,0,4.93E-06,0,0,199,91.5,83120
CourseTalk-86,CourseTalk,English Grammar and Style,edX,University of Queensland,Language Learning,Humanities,52,Introductory,8,4,2,4,TRUE,0.095238095,0.095238095,0.80952381,0,317.1428571,21,4.357142857,0,0,0,0,4.92E-17,1.16E-05,0,0,91.5,NA,83120
CourseTalk-90,CourseTalk,AP¢ç Biology - Part 1: The Cell,edX,Rice University,Life Sciences,Biology & Life Sciences,30,Introductory,6,3,2,2,TRUE,0,0.5,0.5,0,0,2,4,0,0,0,0,1.06E-17,1.36E-05,0,0,8,5,28699
CourseTalk-93,CourseTalk,Microsoft Professional Orientation : Data Science,edX,Microsoft,Data Science,Data Analysis & Statistics,52,Introductory,6,3,3,4,TRUE,0.076923077,0.096153846,0.826923077,0.153846154,304.3076923,52,4.115384615,3,3,6,0,0.925289446,1.87E-05,0.066741422,0.855157625,214,NA,69277
CourseTalk-97,CourseTalk,Supply Chain Design,edX,Massachusetts Institute of Technology,Physical Science and Engineering,Engineering,7,Advanced,13,10,3,3,TRUE,0.045454545,0.045454545,0.909090909,0.409090909,411.2727273,22,4.454545455,0,0,0,0,0,4.93E-06,0,0,98,23,78606
CourseTalk-97,CourseTalk,Supply Chain Design,edX,Massachusetts Institute of Technology,Physical Science and Engineering,Engineering,7,Advanced,13,10,3,4,TRUE,0,0,1,0,808.2,5,4.6,0,0,0,0,4.92E-17,1.16E-05,0,0,23,NA,78606
CourseTalk-99,CourseTalk,Mechanics ReView,edX,Massachusetts Institute of Technology,Physical Science and Engineering,Engineering,1,Introductory,15,8,0,3,FALSE,0,0,1,0,330.5,2,5,2,2,4,2027.916667,0,1.53E-05,4.93E-05,0.500039419,10,0,14103
CourseTalk-103,CourseTalk,"Discrete Time Signals and Systems, Part 1: Time Domain",edX,Rice University,Physical Science and Engineering,Engineering,1,Advanced,5,8,1,2,TRUE,0,0,1,0,1173,3,4.5,1,1,2,762.9878066,8.77E-06,4.80E-05,2.70E-05,0.500147128,13.5,0,41388
CourseTalk-104,CourseTalk,ISSCC Previews: Circuit and System Insights,edX,IEEE,Physical Science and Engineering,Electronics,1,Introductory,13,0.5,2,3,TRUE,0,0,1,0,660,1,5,2,2,4,773.75,0,1.53E-05,4.93E-05,0.500039419,5,0,32030
CourseTalk-105,CourseTalk,Making Government Work in Hard Places,edX,Princeton University,Social Sciences,Social Sciences,1,Advanced,9,4,3,3,TRUE,0,0.2,0.8,0.8,225.4,5,4.6,2,2,4,4485,1.49E-17,1.50E-05,4.93E-05,0.500039419,23,0,48812
CourseTalk-107,CourseTalk,"From Goddard to Apollo: The History of Rockets, Part 1",edX,IEEE,Arts and Humanities,History,1,Introductory,4,1,NA,3,NA,0.285714286,0,0.714285714,0,474.8571429,7,4.071428571,1,1,2,5696.25,0,1.53E-05,4.93E-05,0.500039419,28.5,0,49998
CourseTalk-108,CourseTalk,First Nights: Monteverdi¡¯s L¡¯Orfeo and the Birth of Opera,edX,Harvard University,Arts and Humanities,Music,16,Introductory,3,2.5,3,4,FALSE,0,0,1,0,424,1,5,2,1,3,36,6.45E-17,1.86E-05,7.48E-05,0.555774909,5,NA,68042
CourseTalk-110,CourseTalk,Urban Water - Innovations for Environmental Sustainability,edX,The University of British Columbia,Physical Science and Engineering,Environmental Studies,33,Introductory,6,3.5,2,3,FALSE,0,0,1,0,584,1,5,0,0,0,0,0,4.93E-06,0,0,5,0,25641
CourseTalk-112,CourseTalk,Think. Create. Code,edX,University of Adelaide,Computer Science,Computer Science,33,Introductory,6,2.5,2,3,TRUE,0,0.333333333,0.666666667,0,250.3333333,3,4.333333333,1,1,2,4592,0,1.50E-05,4.93E-05,0.500039419,13,0,69964
CourseTalk-114,CourseTalk,Teaching With Technology and Inquiry: An Open Course For Teachers,edX,University of Toronto,Social Sciences,Education & Teacher Training,33,Intermediate,6,4,3,2,FALSE,0,0,1,0,22,1,4,0,0,0,0,1.06E-17,1.36E-05,0,0,4,4,45457
CourseTalk-115,CourseTalk,Combinatorial Mathematics | ?ùê??,edX,Tsinghua University,Math and Logic,Math,30,Introductory,12,5,NA,3,NA,0,0,1,1,251,1,5,0,0,0,0,0,4.93E-06,0,0,5,4.5,26688
CourseTalk-117,CourseTalk,Organic Electronic Devices,edX,Purdue University,Physical Science and Engineering,Electronics,14,Intermediate,7,6,2,4,FALSE,0,0,1,0,394,1,5,0,1,1,0,4.92E-17,1.16E-05,0,1.000219353,5,NA,29733
CourseTalk-126,CourseTalk,Modeling Climate Change,edX,The University of Chicago,Physical Science and Engineering,Environmental Studies,33,Intermediate,8,4,2,3,FALSE,0,0,1,0,370,1,4,2,2,4,1032.75,0,1.53E-05,4.93E-05,0.500039419,4,0,28970
CourseTalk-127,CourseTalk,Making Biologic Medicines for Patients: The Principles of Biopharmaceutical Manufacturing,edX,Massachusetts Institute of Technology,Life Sciences,Biology & Life Sciences,NA,Intermediate,6,4,3,3,TRUE,0,0.142857143,0.857142857,0,305.1428571,7,4.785714286,2,2,4,716.2,0,1.53E-05,4.93E-05,0.500039419,33.5,4.5,45467
CourseTalk-128,CourseTalk,Introduction to C++,edX,Microsoft,Computer Science,Computer Science,52,Introductory,4,4,3,3,TRUE,0.333333333,0.066666667,0.6,0.933333333,469.6,15,2.766666667,1,1,2,291,1.49E-17,1.51E-05,4.93E-05,0.500039419,41.5,36.5,83277
CourseTalk-128,CourseTalk,Introduction to C++,edX,Microsoft,Computer Science,Computer Science,52,Introductory,4,4,3,4,TRUE,0.181818182,0.181818182,0.636363636,0,517,11,3.318181818,4,3,7,847,1.16E-13,1.86E-05,7.48E-05,0.265525475,36.5,NA,83277
CourseTalk-130,CourseTalk,Poetry in America: The Poetry of Early New England,edX,Harvard University,Arts and Humanities,Literature,NA,Introductory,5,4,1,4,FALSE,0,0,1,0,547,1,4,2,2,4,4,5.49E-17,1.18E-05,7.48E-05,0.500219353,4,NA,36355
CourseTalk-133,CourseTalk,Anthropology of Current World Issues,edX,University of Queensland,Language Learning,Humanities,52,Introductory,9,2,2,2,TRUE,0,0.166666667,0.833333333,0.833333333,858.3333333,6,3.833333333,1,1,2,187,4.86E-18,4.75E-05,2.70E-05,0.500147128,23,38,81720
CourseTalk-133,CourseTalk,Anthropology of Current World Issues,edX,University of Queensland,Language Learning,Humanities,52,Introductory,9,2,2,3,TRUE,0,0,1,0,389.5,8,4.75,0,0,0,0,0,4.93E-06,0,0,38,6,81720
CourseTalk-133,CourseTalk,Anthropology of Current World Issues,edX,University of Queensland,Language Learning,Humanities,52,Introductory,9,2,2,4,TRUE,0.5,0,0.5,0,340.5,2,3,0,0,0,0,4.92E-17,1.16E-05,0,0,6,NA,81720
CourseTalk-134,CourseTalk,Advanced Introductory Classical Mechanics,edX,Massachusetts Institute of Technology,Physical Science and Engineering,Physics,1,Introductory,13,7,2,4,FALSE,0.25,0,0.75,0.25,130.75,4,4,0,0,0,0,4.92E-17,1.16E-05,0,0,16,NA,27189
CourseTalk-135,CourseTalk,Introduction to Music Theory,edX,Berklee College of Music,Arts and Humanities,Music,30,Introductory,3,5,3,3,TRUE,0,0.333333333,0.666666667,0.333333333,291.6666667,3,4.333333333,1,1,2,0,0,1.54E-05,4.93E-05,1.000039419,13,26.5,51174
CourseTalk-136,CourseTalk,Nonlinear Differential Equations: Order and Chaos,edX,Boston University,Math and Logic,Math,30,Intermediate,5,9,3,4,TRUE,0,0,1,0,316.5,2,5,0,1,1,0,4.92E-17,1.88E-05,0,1.000219353,10,NA,46983
CourseTalk-140,CourseTalk,"The Book: Monasteries, Schools, and Notaries, Part 1: Reading the Late Medieval Marseille Archive",edX,Harvard University,Language Learning,Humanities,42,Introductory,3,1.5,3,3,TRUE,0,0,1,0,365,1,4,1,1,2,3274.166667,3.77E-18,1.51E-05,4.93E-05,0.500039419,4,0,46963
CourseTalk-142,CourseTalk,Human Anatomy,edX,Hong Kong Polytechnic University,Life Sciences,Biology & Life Sciences,33,Introductory,6,3,3,3,TRUE,0.142857143,0,0.857142857,0,232.2857143,7,4.571428571,4,3,7,10699.85238,0,1.54E-05,4.93E-05,0.265345541,32,5,45486
CourseTalk-143,CourseTalk,Introduction to Oil Country Tubular Goods (OCTG),edX,TenarisUniversity,Physical Science and Engineering,Engineering,1,Introductory,3,2.5,3,3,TRUE,0,0.0625,0.9375,0,192.0625,16,4.59375,1,1,2,1950,6.17E-18,1.54E-05,4.93E-05,0.500039419,73.5,15,45476
CourseTalk-145,CourseTalk,Global Health Informatics to Improve Quality of Care,edX,Massachusetts Institute of Technology,Life Sciences,Medicine,30,Advanced,10,2.5,4,4,TRUE,0.25,0,0.75,0,234,4,3.75,1,1,2,56,1.54E-10,1.87E-05,7.48E-05,0.500219353,15,NA,83212
CourseTalk-147,CourseTalk,Introduction to Sociology,edX,University of Texas of the Permian Basin,Social Sciences,Social Sciences,30,Introductory,6,5,3,3,TRUE,0.043478261,0.217391304,0.739130435,0.043478261,415.9565217,23,4.282608696,2,3,5,5622.5,0,1.53E-05,4.93E-05,0.280039419,98.5,0,83882
CourseTalk-156,CourseTalk,Data Analysis: Take It to the MAX(),edX,Delft University of Technology,Data Science,Data Analysis & Statistics,33,Intermediate,8,5,2,3,TRUE,0.2,0.2,0.6,0.333333333,303.5333333,15,3.833333333,0,0,0,0,0,4.93E-06,0,0,57.5,9.5,80844
CourseTalk-156,CourseTalk,Data Analysis: Take It to the MAX(),edX,Delft University of Technology,Data Science,Data Analysis & Statistics,33,Intermediate,8,5,2,4,TRUE,0,0,1,0,212.25,4,2.375,1,0,1,0,0.079769352,1.87E-05,0,1.000219353,9.5,NA,80844
CourseTalk-158,CourseTalk,Programming with R for Data Science,edX,Microsoft,Data Science,Data Analysis & Statistics,52,Intermediate,6,6,3,4,TRUE,0.294117647,0.058823529,0.647058824,0.117647059,620.2941176,17,3.117647059,1,1,2,556,0.001402015,1.89E-05,7.48E-05,0.500219353,53,NA,69540
CourseTalk-163,CourseTalk,Global Warming Science,edX,Massachusetts Institute of Technology,Physical Science and Engineering,Physics,30,Intermediate,12,2.5,1,1,TRUE,0.166666667,0.166666667,0.666666667,0,397.1666667,6,3.333333333,3,4,7,769.6595155,0.140308011,0.000118624,3.05E-05,0.265375446,20,5,14080
CourseTalk-163,CourseTalk,Global Warming Science,edX,Massachusetts Institute of Technology,Physical Science and Engineering,Physics,30,Intermediate,12,2.5,1,3,TRUE,0,0,1,0,333,1,4,2,2,4,1070,0,1.54E-05,4.93E-05,0.500039419,4,5,14080
CourseTalk-167,CourseTalk,Solar Energy,edX,Delft University of Technology,Physical Science and Engineering,Electronics,33,Introductory,8,8,1,1,TRUE,0,0.090909091,0.909090909,0.272727273,318,11,4.727272727,0,0,0,0,0,1.73E-05,0,0,52,93.5,45492
CourseTalk-167,CourseTalk,Solar Energy,edX,Delft University of Technology,Physical Science and Engineering,Electronics,33,Introductory,8,8,1,2,TRUE,0.047619048,0.047619048,0.904761905,0,196.7142857,21,4.452380952,0,0,0,0,1.06E-17,1.36E-05,0,0,93.5,90,45492
CourseTalk-167,CourseTalk,Solar Energy,edX,Delft University of Technology,Physical Science and Engineering,Electronics,33,Introductory,8,8,1,3,TRUE,0.130434783,0.217391304,0.652173913,0,228.0869565,23,3.913043478,0,0,0,0,0,4.93E-06,0,0,90,14.5,45492
CourseTalk-172,CourseTalk,Data Science Essentials,edX,Microsoft,Computer Science,Computer Science,52,Intermediate,6,3.5,3,4,TRUE,0.25,0.05,0.7,0.15,626.15,20,3.475,0,0,0,0,4.92E-17,1.16E-05,0,0,69.5,NA,69217
CourseTalk-185,CourseTalk,Introduction to Apache Spark,edX,"University of California, Berkeley",Data Science,Data Analysis & Statistics,30,Introductory,2,7.5,3,4,FALSE,0.142857143,0.071428571,0.785714286,0.071428571,334.6428571,14,4.25,0,0,0,0,4.92E-17,1.16E-05,0,0,59.5,NA,65213
CourseTalk-253,CourseTalk,Human Origins,edX,Arizona State University,Social Sciences,Social Sciences,30,Introductory,8,18,3,3,TRUE,0.090909091,0,0.909090909,0.090909091,554.5454545,11,4.636363636,2,2,4,7583.25,0,1.53E-05,4.93E-05,0.250039419,51,35,80164
CourseTalk-253,CourseTalk,Human Origins,edX,Arizona State University,Social Sciences,Social Sciences,30,Introductory,8,18,3,4,TRUE,0,0,1,0.142857143,759,7,5,0,0,0,0,4.92E-17,1.16E-05,0,0,35,NA,80164
